path,class
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000040.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000140.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000180.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000108.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000119.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000005.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000188.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000268.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000247.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000285.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000135.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000128.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000012.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000074.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000037.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000235.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000060.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000142.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000187.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000011.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000133.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000213.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000206.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000056.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000241.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000127.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000173.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000161.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000227.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000075.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000272.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000258.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000132.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000103.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000147.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000075.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000069.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000134.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000020.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000115.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000169.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000021.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000133.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000065.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000019.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000163.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000010.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000012.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000143.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000078.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000087.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000009.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000111.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000002.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000097.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000165.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000112.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000062.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000067.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000096.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000162.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000156.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000164.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000057.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000147.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000026.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000138.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000058.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000107.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000059.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000170.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000136.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000003.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000160.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000142.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000158.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000066.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000079.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000151.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000042.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000153.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000093.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000070.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000130.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000123.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000034.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000091.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000139.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000120.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000032.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000105.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000182.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000146.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000074.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000004.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000126.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000110.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000098.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000083.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000045.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000179.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000014.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000040.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000181.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000183.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000082.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000018.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000124.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000055.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000025.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000180.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000084.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000173.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000109.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000085.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000186.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000128.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000008.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000029.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000027.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000024.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000063.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000132.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000001.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000007.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000053.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000041.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/frying_pan/clipart_127_000172.jpg,g
